date,weight
11-22-2020,7829
11-23-2020,6169
11-24-2020,8174
11-25-2020,7783
11-26-2020,6146
11-27-2020,5901
11-28-2020,6331
11-29-2020,6664
11-30-2020,7498
12-01-2020,7477
12-02-2020,6641
12-03-2020,8513
12-04-2020,7782
12-05-2020,8825
12-06-2020,7647
12-07-2020,8459
12-08-2020,8652
12-09-2020,7955
12-10-2020,8467
12-11-2020,6828
12-12-2020,7524
12-13-2020,7009
12-14-2020,7137
12-15-2020,5676
12-16-2020,8036
12-17-2020,8608
12-18-2020,8464
12-19-2020,6159
12-20-2020,6970
12-21-2020,8841
12-22-2020,9251
12-23-2020,6595
12-24-2020,7812
12-25-2020,6275
12-26-2020,6182
12-27-2020,6575
12-28-2020,8824
12-29-2020,6918
12-30-2020,5712
12-31-2020,7794
01-01-2021,6137
01-02-2021,8767
01-03-2021,8136
01-04-2021,7759
01-05-2021,8499
01-06-2021,7119
01-07-2021,8410
01-08-2021,8624
01-09-2021,6211
01-10-2021,7262
01-11-2021,5838
01-12-2021,8247
01-13-2021,7354
01-14-2021,8818
01-15-2021,8458
01-16-2021,8415
01-17-2021,5855
01-18-2021,7438
01-19-2021,9144
01-20-2021,6194
01-21-2021,8968
01-22-2021,8248
01-23-2021,6712
01-24-2021,8503
01-25-2021,8149
01-26-2021,8787
01-27-2021,5684
01-28-2021,5957
01-29-2021,6762
01-30-2021,5742
01-31-2021,6511
02-01-2021,8724
02-02-2021,7042
02-03-2021,6694
02-04-2021,6310
02-05-2021,8821
02-06-2021,7383
02-07-2021,6368
02-08-2021,7707
02-09-2021,9082
02-10-2021,7556
02-11-2021,6032
02-12-2021,7666
02-13-2021,6221
02-14-2021,7080
02-15-2021,6099
02-16-2021,8795
02-17-2021,6931
02-18-2021,7197
02-19-2021,9052
02-20-2021,7517
02-21-2021,8542
02-22-2021,7599
02-23-2021,6082
02-24-2021,8261
02-25-2021,8299
02-26-2021,8143
02-27-2021,6347
02-28-2021,6589
