date,weight
05-15-2020,3994
05-16-2020,4999
05-17-2020,3175
05-18-2020,4362
05-19-2020,3362
05-20-2020,3402
05-21-2020,2971
05-22-2020,3353
05-23-2020,3560
05-24-2020,3360
05-25-2020,4538
05-26-2020,3530
05-27-2020,3419
05-28-2020,4549
05-29-2020,3366
05-30-2020,4070
05-31-2020,3875
06-01-2020,4492
06-02-2020,3014
06-03-2020,3701
06-04-2020,3275
06-05-2020,4361
06-06-2020,4523
06-07-2020,4498
06-08-2020,3810
06-09-2020,4591
06-10-2020,4977
06-11-2020,4778
06-12-2020,4058
06-13-2020,3967
06-14-2020,4706
06-15-2020,5129
06-16-2020,3946
06-17-2020,3173
06-18-2020,4384
06-19-2020,3511
06-20-2020,4551
06-21-2020,3881
06-22-2020,4081
06-23-2020,4509
06-24-2020,2901
06-25-2020,3348
06-26-2020,5222
06-27-2020,3027
06-28-2020,4050
06-29-2020,4961
06-30-2020,3693
07-01-2020,3691
07-02-2020,3231
07-03-2020,5133
07-04-2020,3718
07-05-2020,4075
07-06-2020,4385
07-07-2020,3369
07-08-2020,3645
07-09-2020,5086
07-10-2020,3762
07-11-2020,3536
07-12-2020,3302
07-13-2020,3181
07-14-2020,4291
07-15-2020,4164
07-16-2020,4235
07-17-2020,2923
07-18-2020,3464
07-19-2020,5249
07-20-2020,4380
07-21-2020,4233
07-22-2020,5005
07-23-2020,3244
07-24-2020,3357
07-25-2020,4486
07-26-2020,2918
07-27-2020,3413
07-28-2020,3668
07-29-2020,4415
07-30-2020,4991
07-31-2020,4352
08-01-2020,4648
08-02-2020,4946
08-03-2020,2972
08-04-2020,5026
08-05-2020,3432
08-06-2020,3162
08-07-2020,4506
08-08-2020,3975
08-09-2020,3736
08-10-2020,5229
08-11-2020,2937
08-12-2020,3189
08-13-2020,4618
08-14-2020,4091
08-15-2020,3949
08-16-2020,4809
08-17-2020,3120
08-18-2020,4721
08-19-2020,4959
08-20-2020,4004
08-21-2020,3480
08-22-2020,4318
08-23-2020,4931
08-24-2020,3637
08-25-2020,4064
08-26-2020,3344
08-27-2020,4121
08-28-2020,4223
08-29-2020,3538
08-30-2020,4323
08-31-2020,4039
09-01-2020,4402
09-02-2020,4893
09-03-2020,5013
09-04-2020,3278
09-05-2020,4699
09-06-2020,4054
09-07-2020,4259
09-08-2020,3956
09-09-2020,3325
09-10-2020,3730
09-11-2020,3758
09-12-2020,4474
09-13-2020,3513
09-14-2020,4529
09-15-2020,3005
09-16-2020,3632
09-17-2020,2966
09-18-2020,4623
09-19-2020,4281
09-20-2020,4095
09-21-2020,4437
09-22-2020,3929
09-23-2020,5019
09-24-2020,4895
09-25-2020,3872
09-26-2020,3409
09-27-2020,4176
09-28-2020,3615
09-29-2020,4015
09-30-2020,3132
10-01-2020,3508
10-02-2020,3738
10-03-2020,4804
10-04-2020,3038
10-05-2020,5167
10-06-2020,3834
10-07-2020,3784
10-08-2020,4077
10-09-2020,4215
10-10-2020,3299
10-11-2020,3075
10-12-2020,3304
10-13-2020,4952
10-14-2020,4522
10-15-2020,4910
10-16-2020,4027
10-17-2020,3993
10-18-2020,3435
10-19-2020,3375
10-20-2020,3321
10-21-2020,3705
10-22-2020,2914
10-23-2020,3422
10-24-2020,4843
10-25-2020,4576
10-26-2020,3512
10-27-2020,5062
10-28-2020,5121
10-29-2020,4581
10-30-2020,4226
10-31-2020,3167
11-01-2020,3201
11-02-2020,3238
11-03-2020,4631
11-04-2020,3879
11-05-2020,3642
11-06-2020,5165
11-07-2020,3715
11-08-2020,5138
11-09-2020,3962
11-10-2020,4055
11-11-2020,4511
11-12-2020,3623
11-13-2020,3241
11-14-2020,3898
11-15-2020,3168
11-16-2020,4513
11-17-2020,4276
11-18-2020,4668
11-19-2020,5242
11-20-2020,5078
11-21-2020,3239
11-22-2020,3377
11-23-2020,3671
11-24-2020,3365
11-25-2020,4744
11-26-2020,3252
11-27-2020,4749
11-28-2020,4915
11-29-2020,3647
11-30-2020,3387
12-01-2020,3376
12-02-2020,4740
12-03-2020,4789
12-04-2020,4309
12-05-2020,5116
12-06-2020,4555
12-07-2020,5001
12-08-2020,5029
12-09-2020,4601
12-10-2020,5258
12-11-2020,4277
12-12-2020,4575
12-13-2020,3902
12-14-2020,3602
12-15-2020,4194
12-16-2020,5209
12-17-2020,3749
12-18-2020,3445
12-19-2020,4874
12-20-2020,3048
12-21-2020,4981
12-22-2020,4473
12-23-2020,5094
12-24-2020,3055
12-25-2020,3003
12-26-2020,3932
12-27-2020,3590
12-28-2020,3263
12-29-2020,3908
12-30-2020,5172
12-31-2020,3976
01-01-2021,3411
01-02-2021,4889
01-03-2021,3695
01-04-2021,3339
01-05-2021,3396
01-06-2021,3802
01-07-2021,3163
01-08-2021,3378
01-09-2021,4126
01-10-2021,5178
01-11-2021,3206
01-12-2021,3262
01-13-2021,4745
01-14-2021,4153
01-15-2021,4610
01-16-2021,3936
01-17-2021,4484
01-18-2021,5022
01-19-2021,4851
01-20-2021,3764
01-21-2021,4497
01-22-2021,4714
01-23-2021,3939
01-24-2021,5201
01-25-2021,4864
01-26-2021,3608
01-27-2021,4677
01-28-2021,4798
01-29-2021,4554
01-30-2021,4120
01-31-2021,4117
02-01-2021,5180
02-02-2021,3793
02-03-2021,4550
02-04-2021,5253
02-05-2021,5241
02-06-2021,3683
02-07-2021,3505
02-08-2021,4534
02-09-2021,3145
02-10-2021,4403
02-11-2021,5096
02-12-2021,3845
02-13-2021,3176
02-14-2021,3283
02-15-2021,4912
02-16-2021,3309
02-17-2021,4558
02-18-2021,3127
02-19-2021,3958
02-20-2021,4527
02-21-2021,3722
02-22-2021,4366
02-23-2021,5136
02-24-2021,5092
02-25-2021,3639
02-26-2021,4824
02-27-2021,5198
02-28-2021,3657
