date,weight
12-28-2020,1521
12-29-2020,2478
12-30-2020,2372
12-31-2020,1853
01-01-2021,1764
01-02-2021,2074
01-03-2021,1533
01-04-2021,1728
01-05-2021,1562
01-06-2021,2436
01-07-2021,2271
01-08-2021,2472
01-09-2021,1905
01-10-2021,2230
01-11-2021,2376
01-12-2021,1685
01-13-2021,1568
01-14-2021,2066
01-15-2021,2237
01-16-2021,2125
01-17-2021,2584
01-18-2021,1539
01-19-2021,1564
01-20-2021,1872
01-21-2021,2087
01-22-2021,1464
01-23-2021,2307
01-24-2021,1461
01-25-2021,2364
01-26-2021,2485
01-27-2021,1955
01-28-2021,1754
01-29-2021,1846
01-30-2021,2266
01-31-2021,2240
02-01-2021,2063
02-02-2021,2223
02-03-2021,1609
02-04-2021,2367
02-05-2021,2281
02-06-2021,1565
02-07-2021,1748
02-08-2021,2338
02-09-2021,2192
02-10-2021,1909
02-11-2021,1468
02-12-2021,2246
02-13-2021,1992
02-14-2021,2415
02-15-2021,1922
02-16-2021,2133
02-17-2021,1721
02-18-2021,1527
02-19-2021,2305
02-20-2021,2055
02-21-2021,1719
02-22-2021,1743
02-23-2021,1574
02-24-2021,1804
02-25-2021,1495
02-26-2021,2329
02-27-2021,2196
02-28-2021,1885
