date,weight
06-09-2020,8234
06-10-2020,10278
06-11-2020,9006
06-12-2020,8408
06-13-2020,7382
06-14-2020,7446
06-15-2020,7777
06-16-2020,7015
06-17-2020,7891
06-18-2020,11499
06-19-2020,10090
06-20-2020,11609
06-21-2020,9868
06-22-2020,11805
06-23-2020,9784
06-24-2020,7805
06-25-2020,11359
06-26-2020,8679
06-27-2020,10447
06-28-2020,7706
06-29-2020,10162
06-30-2020,11462
07-01-2020,9291
07-02-2020,9505
07-03-2020,11913
07-04-2020,10603
07-05-2020,10549
07-06-2020,8940
07-07-2020,8703
07-08-2020,9032
07-09-2020,11572
07-10-2020,11204
07-11-2020,8136
07-12-2020,11930
07-13-2020,7543
07-14-2020,11505
07-15-2020,7154
07-16-2020,9767
07-17-2020,11090
07-18-2020,8687
07-19-2020,7058
07-20-2020,9589
07-21-2020,8125
07-22-2020,7383
07-23-2020,7070
07-24-2020,10068
07-25-2020,8743
07-26-2020,7240
07-27-2020,8423
07-28-2020,7492
07-29-2020,11484
07-30-2020,10966
07-31-2020,10046
08-01-2020,9867
08-02-2020,8667
08-03-2020,7684
08-04-2020,9070
08-05-2020,10107
08-06-2020,8547
08-07-2020,8275
08-08-2020,11388
08-09-2020,10062
08-10-2020,8432
08-11-2020,9174
08-12-2020,9298
08-13-2020,11144
08-14-2020,7214
08-15-2020,9156
08-16-2020,9123
08-17-2020,7359
08-18-2020,9135
08-19-2020,11227
08-20-2020,10749
08-21-2020,11761
08-22-2020,11905
08-23-2020,11889
08-24-2020,7830
08-25-2020,11364
08-26-2020,8959
08-27-2020,8469
08-28-2020,9874
08-29-2020,11062
08-30-2020,10331
08-31-2020,11386
09-01-2020,10487
09-02-2020,8792
09-03-2020,9466
09-04-2020,10262
09-05-2020,10497
09-06-2020,9148
09-07-2020,8313
09-08-2020,10899
09-09-2020,10926
09-10-2020,8036
09-11-2020,10234
09-12-2020,9754
09-13-2020,10221
09-14-2020,11228
09-15-2020,9199
09-16-2020,11180
09-17-2020,8147
09-18-2020,11680
09-19-2020,8833
09-20-2020,10452
09-21-2020,9187
09-22-2020,10887
09-23-2020,10463
09-24-2020,11143
09-25-2020,10149
09-26-2020,10980
09-27-2020,8660
09-28-2020,11437
09-29-2020,9514
09-30-2020,9232
10-01-2020,10904
10-02-2020,10386
10-03-2020,8429
10-04-2020,11783
10-05-2020,9630
10-06-2020,10187
10-07-2020,7639
10-08-2020,7089
10-09-2020,8655
10-10-2020,8515
10-11-2020,8581
10-12-2020,9843
10-13-2020,9698
10-14-2020,11254
10-15-2020,11710
10-16-2020,8331
10-17-2020,9411
10-18-2020,9365
10-19-2020,7069
10-20-2020,8238
10-21-2020,9919
10-22-2020,11007
10-23-2020,8489
10-24-2020,10129
10-25-2020,9706
10-26-2020,7750
10-27-2020,10380
10-28-2020,8324
10-29-2020,7641
10-30-2020,10423
10-31-2020,9154
11-01-2020,10882
11-02-2020,10203
11-03-2020,8161
11-04-2020,10297
11-05-2020,10054
11-06-2020,8392
11-07-2020,9379
11-08-2020,7450
11-09-2020,8851
11-10-2020,7032
11-11-2020,7841
11-12-2020,8582
11-13-2020,10784
11-14-2020,10897
11-15-2020,7628
11-16-2020,7685
11-17-2020,9588
11-18-2020,9632
11-19-2020,7511
11-20-2020,10066
11-21-2020,9269
11-22-2020,11169
11-23-2020,9594
11-24-2020,9971
11-25-2020,11925
11-26-2020,7286
11-27-2020,10944
11-28-2020,9182
11-29-2020,9796
11-30-2020,11718
12-01-2020,11324
12-02-2020,10071
12-03-2020,9677
12-04-2020,10736
12-05-2020,7267
12-06-2020,8685
12-07-2020,10685
12-08-2020,9458
12-09-2020,9815
12-10-2020,10748
12-11-2020,10388
12-12-2020,8786
12-13-2020,7147
12-14-2020,8087
12-15-2020,8698
12-16-2020,10193
12-17-2020,8462
12-18-2020,11116
12-19-2020,11546
12-20-2020,9436
12-21-2020,9202
12-22-2020,9597
12-23-2020,8490
12-24-2020,10877
12-25-2020,10126
12-26-2020,11422
12-27-2020,10802
12-28-2020,10468
12-29-2020,8541
12-30-2020,7042
12-31-2020,10004
01-01-2021,8825
01-02-2021,10753
01-03-2021,11122
01-04-2021,7978
01-05-2021,9670
01-06-2021,10272
01-07-2021,10382
01-08-2021,11969
01-09-2021,10596
01-10-2021,9917
01-11-2021,9825
01-12-2021,7081
01-13-2021,9091
01-14-2021,9444
01-15-2021,7728
01-16-2021,8593
01-17-2021,7890
01-18-2021,8499
01-19-2021,7462
01-20-2021,7987
01-21-2021,10743
01-22-2021,11159
01-23-2021,11085
01-24-2021,11218
01-25-2021,8233
01-26-2021,9802
01-27-2021,9836
01-28-2021,10496
01-29-2021,9418
01-30-2021,7658
01-31-2021,10724
02-01-2021,7933
02-02-2021,9468
02-03-2021,8340
02-04-2021,8477
02-05-2021,8960
02-06-2021,9078
02-07-2021,9354
02-08-2021,10852
02-09-2021,7629
02-10-2021,8928
02-11-2021,9881
02-12-2021,7996
02-13-2021,9415
02-14-2021,9320
02-15-2021,8548
02-16-2021,10005
02-17-2021,8152
02-18-2021,10863
02-19-2021,10499
02-20-2021,10778
02-21-2021,8966
02-22-2021,10950
02-23-2021,10684
02-24-2021,10168
02-25-2021,8942
02-26-2021,9115
02-27-2021,8830
02-28-2021,9574
