date,weight
12-09-2020,2840
12-10-2020,2184
12-11-2020,2169
12-12-2020,3443
12-13-2020,1839
12-14-2020,2269
12-15-2020,3447
12-16-2020,2011
12-17-2020,2853
12-18-2020,2373
12-19-2020,2034
12-20-2020,2325
12-21-2020,2089
12-22-2020,3302
12-23-2020,1989
12-24-2020,2952
12-25-2020,2147
12-26-2020,2955
12-27-2020,1845
12-28-2020,1943
12-29-2020,3044
12-30-2020,3380
12-31-2020,3166
01-01-2021,3109
01-02-2021,2556
01-03-2021,3186
01-04-2021,2479
01-05-2021,2780
01-06-2021,2074
01-07-2021,2489
01-08-2021,3374
01-09-2021,3296
01-10-2021,2453
01-11-2021,1981
01-12-2021,3104
01-13-2021,2693
01-14-2021,3147
01-15-2021,3162
01-16-2021,2537
01-17-2021,3042
01-18-2021,3005
01-19-2021,3009
01-20-2021,2203
01-21-2021,2160
01-22-2021,3294
01-23-2021,2859
01-24-2021,3206
01-25-2021,3202
01-26-2021,2598
01-27-2021,2305
01-28-2021,3402
01-29-2021,2327
01-30-2021,2216
01-31-2021,3406
02-01-2021,2887
02-02-2021,2558
02-03-2021,3170
02-04-2021,3492
02-05-2021,1826
02-06-2021,3282
02-07-2021,2239
02-08-2021,3007
02-09-2021,2389
02-10-2021,3055
02-11-2021,3391
02-12-2021,2765
02-13-2021,1993
02-14-2021,2161
02-15-2021,2936
02-16-2021,3139
02-17-2021,2332
02-18-2021,3497
02-19-2021,3111
02-20-2021,2134
02-21-2021,3441
02-22-2021,3022
02-23-2021,2801
02-24-2021,2892
02-25-2021,2166
02-26-2021,2752
02-27-2021,2399
02-28-2021,3430
