date,weight
12-27-2020,2402
12-28-2020,3049
12-29-2020,2289
12-30-2020,3192
12-31-2020,2104
01-01-2021,2123
01-02-2021,3314
01-03-2021,2976
01-04-2021,2103
01-05-2021,3379
01-06-2021,3423
01-07-2021,2684
01-08-2021,2854
01-09-2021,2073
01-10-2021,3412
01-11-2021,2037
01-12-2021,2497
01-13-2021,2218
01-14-2021,2843
01-15-2021,2134
01-16-2021,1966
01-17-2021,2433
01-18-2021,3406
01-19-2021,2615
01-20-2021,2125
01-21-2021,2250
01-22-2021,2969
01-23-2021,2065
01-24-2021,2580
01-25-2021,2269
01-26-2021,3004
01-27-2021,2027
01-28-2021,3338
01-29-2021,3015
01-30-2021,3438
01-31-2021,3283
02-01-2021,3137
02-02-2021,2915
02-03-2021,3108
02-04-2021,2733
02-05-2021,1948
02-06-2021,2790
02-07-2021,1969
02-08-2021,3361
02-09-2021,2924
02-10-2021,3075
02-11-2021,2241
02-12-2021,2822
02-13-2021,2472
02-14-2021,3016
02-15-2021,2189
02-16-2021,1891
02-17-2021,2043
02-18-2021,2972
02-19-2021,3400
02-20-2021,2168
02-21-2021,3384
02-22-2021,3481
02-23-2021,3084
02-24-2021,2021
02-25-2021,3083
02-26-2021,3139
02-27-2021,2918
02-28-2021,1814
