date,weight
06-28-2020,5630
06-29-2020,5402
06-30-2020,6837
07-01-2020,6326
07-02-2020,6081
07-03-2020,5113
07-04-2020,5490
07-05-2020,5352
07-06-2020,6677
07-07-2020,7709
07-08-2020,7497
07-09-2020,6158
07-10-2020,6716
07-11-2020,5222
07-12-2020,7869
07-13-2020,4918
07-14-2020,5395
07-15-2020,7341
07-16-2020,5052
07-17-2020,7007
07-18-2020,7623
07-19-2020,7693
07-20-2020,7802
07-21-2020,6542
07-22-2020,6344
07-23-2020,5767
07-24-2020,5764
07-25-2020,5930
07-26-2020,7468
07-27-2020,7862
07-28-2020,6878
07-29-2020,5822
07-30-2020,4990
07-31-2020,4648
08-01-2020,7068
08-02-2020,5715
08-03-2020,4963
08-04-2020,7749
08-05-2020,7285
08-06-2020,7670
08-07-2020,6408
08-08-2020,5697
08-09-2020,7955
08-10-2020,5762
08-11-2020,6984
08-12-2020,6371
08-13-2020,4728
08-14-2020,4985
08-15-2020,7432
08-16-2020,6769
08-17-2020,4616
08-18-2020,5839
08-19-2020,5279
08-20-2020,4739
08-21-2020,7251
08-22-2020,7796
08-23-2020,5218
08-24-2020,4758
08-25-2020,5033
08-26-2020,6595
08-27-2020,5747
08-28-2020,5625
08-29-2020,6476
08-30-2020,5552
08-31-2020,5158
09-01-2020,7284
09-02-2020,5414
09-03-2020,5577
09-04-2020,4697
09-05-2020,5870
09-06-2020,6015
09-07-2020,6920
09-08-2020,7768
09-09-2020,5604
09-10-2020,6660
09-11-2020,7361
09-12-2020,5812
09-13-2020,5062
09-14-2020,7655
09-15-2020,6547
09-16-2020,6976
09-17-2020,6184
09-18-2020,5020
09-19-2020,5339
09-20-2020,5574
09-21-2020,4710
09-22-2020,5127
09-23-2020,6170
09-24-2020,5447
09-25-2020,5995
09-26-2020,7965
09-27-2020,7714
09-28-2020,6779
09-29-2020,4656
09-30-2020,6350
10-01-2020,7932
10-02-2020,5915
10-03-2020,7360
10-04-2020,5802
10-05-2020,5927
10-06-2020,7534
10-07-2020,5436
10-08-2020,5481
10-09-2020,7704
10-10-2020,6005
10-11-2020,5042
10-12-2020,7308
10-13-2020,7492
10-14-2020,6388
10-15-2020,6551
10-16-2020,7720
10-17-2020,5197
10-18-2020,5888
10-19-2020,5195
10-20-2020,7739
10-21-2020,7364
10-22-2020,6089
10-23-2020,7694
10-24-2020,4855
10-25-2020,6914
10-26-2020,7517
10-27-2020,4540
10-28-2020,5613
10-29-2020,6812
10-30-2020,4740
10-31-2020,7095
11-01-2020,5325
11-02-2020,6505
11-03-2020,4805
11-04-2020,5872
11-05-2020,6156
11-06-2020,7653
11-07-2020,5249
11-08-2020,7163
11-09-2020,6643
11-10-2020,5191
11-11-2020,6883
11-12-2020,5656
11-13-2020,7785
11-14-2020,7874
11-15-2020,4743
11-16-2020,5341
11-17-2020,6256
11-18-2020,7476
11-19-2020,4581
11-20-2020,7241
11-21-2020,4544
11-22-2020,7911
11-23-2020,7815
11-24-2020,4631
11-25-2020,4969
11-26-2020,5961
11-27-2020,5125
11-28-2020,7981
11-29-2020,5500
11-30-2020,5015
12-01-2020,5564
12-02-2020,6117
12-03-2020,4681
12-04-2020,5474
12-05-2020,7321
12-06-2020,5070
12-07-2020,6701
12-08-2020,6222
12-09-2020,6567
12-10-2020,7055
12-11-2020,4988
12-12-2020,5232
12-13-2020,6387
12-14-2020,4857
12-15-2020,6192
12-16-2020,5483
12-17-2020,5536
12-18-2020,6319
12-19-2020,6225
12-20-2020,5129
12-21-2020,4875
12-22-2020,5957
12-23-2020,7810
12-24-2020,7344
12-25-2020,6334
12-26-2020,6964
12-27-2020,7399
12-28-2020,5857
12-29-2020,6882
12-30-2020,7343
12-31-2020,6100
01-01-2021,7789
01-02-2021,7440
01-03-2021,7477
01-04-2021,6261
01-05-2021,7119
01-06-2021,6150
01-07-2021,6302
01-08-2021,7211
01-09-2021,7748
01-10-2021,5230
01-11-2021,4808
01-12-2021,5647
01-13-2021,6853
01-14-2021,6189
01-15-2021,4955
01-16-2021,7873
01-17-2021,6134
01-18-2021,5369
01-19-2021,5866
01-20-2021,5444
01-21-2021,5513
01-22-2021,4958
01-23-2021,4735
01-24-2021,7828
01-25-2021,4848
01-26-2021,5476
01-27-2021,6875
01-28-2021,4582
01-29-2021,5223
01-30-2021,5299
01-31-2021,5920
02-01-2021,5239
02-02-2021,7830
02-03-2021,4792
02-04-2021,6798
02-05-2021,7487
02-06-2021,7371
02-07-2021,7404
02-08-2021,5550
02-09-2021,6972
02-10-2021,7519
02-11-2021,7166
02-12-2021,6037
02-13-2021,7946
02-14-2021,4922
02-15-2021,7974
02-16-2021,6796
02-17-2021,6481
02-18-2021,7377
02-19-2021,5345
02-20-2021,4716
02-21-2021,4810
02-22-2021,6558
02-23-2021,6799
02-24-2021,5665
02-25-2021,5467
02-26-2021,6113
02-27-2021,7283
02-28-2021,7065

