date,weight
07-06-2020,6443
07-07-2020,5244
07-08-2020,5369
07-09-2020,4562
07-10-2020,4772
07-11-2020,4398
07-12-2020,4076
07-13-2020,7592
07-14-2020,5822
07-15-2020,7541
07-16-2020,5254
07-17-2020,4871
07-18-2020,4813
07-19-2020,4533
07-20-2020,6115
07-21-2020,7130
07-22-2020,4798
07-23-2020,5090
07-24-2020,6660
07-25-2020,4719
07-26-2020,6698
07-27-2020,6517
07-28-2020,6848
07-29-2020,7768
07-30-2020,6029
07-31-2020,4229
08-01-2020,6651
08-02-2020,6830
08-03-2020,6333
08-04-2020,7836
08-05-2020,7331
08-06-2020,4722
08-07-2020,6561
08-08-2020,6241
08-09-2020,6273
08-10-2020,7274
08-11-2020,4126
08-12-2020,7748
08-13-2020,4120
08-14-2020,4932
08-15-2020,6715
08-16-2020,6072
08-17-2020,4847
08-18-2020,7069
08-19-2020,6683
08-20-2020,7423
08-21-2020,7595
08-22-2020,4203
08-23-2020,4350
08-24-2020,4530
08-25-2020,4452
08-26-2020,6732
08-27-2020,6197
08-28-2020,4296
08-29-2020,6433
08-30-2020,7670
08-31-2020,4786
09-01-2020,7444
09-02-2020,6302
09-03-2020,4387
09-04-2020,6995
09-05-2020,6555
09-06-2020,5611
09-07-2020,4096
09-08-2020,5694
09-09-2020,6943
09-10-2020,7470
09-11-2020,4872
09-12-2020,6094
09-13-2020,5682
09-14-2020,7299
09-15-2020,7566
09-16-2020,7732
09-17-2020,6705
09-18-2020,5100
09-19-2020,7170
09-20-2020,4343
09-21-2020,6840
09-22-2020,7435
09-23-2020,6816
09-24-2020,4498
09-25-2020,4271
09-26-2020,5705
09-27-2020,7801
09-28-2020,4873
09-29-2020,7459
09-30-2020,4758
10-01-2020,6278
10-02-2020,6616
10-03-2020,6237
10-04-2020,7343
10-05-2020,5591
10-06-2020,5130
10-07-2020,7206
10-08-2020,7597
10-09-2020,5087
10-10-2020,6615
10-11-2020,5351
10-12-2020,7361
10-13-2020,6070
10-14-2020,7689
10-15-2020,6990
10-16-2020,7215
10-17-2020,4649
10-18-2020,6024
10-19-2020,5853
10-20-2020,6206
10-21-2020,6779
10-22-2020,5795
10-23-2020,4592
10-24-2020,4762
10-25-2020,4475
10-26-2020,7334
10-27-2020,5170
10-28-2020,5874
10-29-2020,5332
10-30-2020,4795
10-31-2020,7744
11-01-2020,7641
11-02-2020,5630
11-03-2020,4179
11-04-2020,7346
11-05-2020,5481
11-06-2020,5485
11-07-2020,6316
11-08-2020,4693
11-09-2020,5956
11-10-2020,6462
11-11-2020,5783
11-12-2020,5072
11-13-2020,4159
11-14-2020,4043
11-15-2020,6994
11-16-2020,6259
11-17-2020,4234
11-18-2020,6428
11-19-2020,6661
11-20-2020,7108
11-21-2020,6794
11-22-2020,6744
11-23-2020,6047
11-24-2020,6704
11-25-2020,6932
11-26-2020,5239
11-27-2020,7580
11-28-2020,4937
11-29-2020,5123
11-30-2020,5710
12-01-2020,5585
12-02-2020,5823
12-03-2020,6685
12-04-2020,4206
12-05-2020,5924
12-06-2020,6883
12-07-2020,5287
12-08-2020,4877
12-09-2020,4975
12-10-2020,5514
12-11-2020,4488
12-12-2020,6243
12-13-2020,7654
12-14-2020,4855
12-15-2020,4198
12-16-2020,6712
12-17-2020,7573
12-18-2020,4445
12-19-2020,5852
12-20-2020,4599
12-21-2020,5793
12-22-2020,5125
12-23-2020,7018
12-24-2020,6595
12-25-2020,4040
12-26-2020,6578
12-27-2020,7064
12-28-2020,6975
12-29-2020,5684
12-30-2020,7685
12-31-2020,4976
01-01-2021,6111
01-02-2021,7353
01-03-2021,5370
01-04-2021,6929
01-05-2021,6309
01-06-2021,5999
01-07-2021,5410
01-08-2021,7608
01-09-2021,6687
01-10-2021,7268
01-11-2021,7516
01-12-2021,7273
01-13-2021,6354
01-14-2021,4481
01-15-2021,7191
01-16-2021,5255
01-17-2021,5834
01-18-2021,5012
01-19-2021,4606
01-20-2021,7458
01-21-2021,7158
01-22-2021,5977
01-23-2021,4466
01-24-2021,5645
01-25-2021,5319
01-26-2021,4884
01-27-2021,5389
01-28-2021,7042
01-29-2021,5974
01-30-2021,6048
01-31-2021,4081
02-01-2021,6624
02-02-2021,6224
02-03-2021,7534
02-04-2021,6358
02-05-2021,6805
02-06-2021,4905
02-07-2021,5409
02-08-2021,7336
02-09-2021,4192
02-10-2021,6481
02-11-2021,6609
02-12-2021,5764
02-13-2021,7730
02-14-2021,7166
02-15-2021,5179
02-16-2021,5866
02-17-2021,6180
02-18-2021,4923
02-19-2021,6547
02-20-2021,7680
02-21-2021,5767
02-22-2021,7511
02-23-2021,4354
02-24-2021,4805
02-25-2021,4100
02-26-2021,6404
02-27-2021,5766
02-28-2021,6391
