date,weight
07-12-2020,9689
07-13-2020,12093
07-14-2020,12936
07-15-2020,11628
07-16-2020,9676
07-17-2020,12815
07-18-2020,11874
07-19-2020,11117
07-20-2020,11809
07-21-2020,11197
07-22-2020,12990
07-23-2020,10511
07-24-2020,9963
07-25-2020,11987
07-26-2020,11078
07-27-2020,11495
07-28-2020,9965
07-29-2020,12585
07-30-2020,10935
07-31-2020,11538
08-01-2020,11458
08-02-2020,11673
08-03-2020,12911
08-04-2020,9819
08-05-2020,11320
08-06-2020,9852
08-07-2020,12798
08-08-2020,10056
08-09-2020,10060
08-10-2020,12533
08-11-2020,11324
08-12-2020,10069
08-13-2020,12491
08-14-2020,10858
08-15-2020,9719
08-16-2020,10325
08-17-2020,11903
08-18-2020,12354
08-19-2020,11279
08-20-2020,12280
08-21-2020,12089
08-22-2020,9625
08-23-2020,11051
08-24-2020,10179
08-25-2020,11523
08-26-2020,10887
08-27-2020,12923
08-28-2020,11813
08-29-2020,9942
08-30-2020,10442
08-31-2020,11941
09-01-2020,12422
09-02-2020,11766
09-03-2020,11880
09-04-2020,11482
09-05-2020,12059
09-06-2020,11540
09-07-2020,9580
09-08-2020,11121
09-09-2020,10603
09-10-2020,10717
09-11-2020,10109
09-12-2020,11659
09-13-2020,10637
09-14-2020,11717
09-15-2020,10783
09-16-2020,10998
09-17-2020,12299
09-18-2020,10936
09-19-2020,12154
09-20-2020,10022
09-21-2020,10553
09-22-2020,11678
09-23-2020,11597
09-24-2020,10573
09-25-2020,12201
09-26-2020,9697
09-27-2020,12258
09-28-2020,11847
09-29-2020,10991
09-30-2020,11371
10-01-2020,9612
10-02-2020,10061
10-03-2020,9813
10-04-2020,9523
10-05-2020,11180
10-06-2020,9886
10-07-2020,12521
10-08-2020,12563
10-09-2020,10667
10-10-2020,10275
10-11-2020,10728
10-12-2020,12637
10-13-2020,10865
10-14-2020,9768
10-15-2020,12976
10-16-2020,10789
10-17-2020,10332
10-18-2020,9549
10-19-2020,12111
10-20-2020,10057
10-21-2020,12426
10-22-2020,10417
10-23-2020,11560
10-24-2020,9822
10-25-2020,10360
10-26-2020,10248
10-27-2020,12376
10-28-2020,12679
10-29-2020,10939
10-30-2020,12724
10-31-2020,10786
11-01-2020,12190
11-02-2020,12569
11-03-2020,11310
11-04-2020,10030
11-05-2020,10270
11-06-2020,9603
11-07-2020,10161
11-08-2020,12082
11-09-2020,10054
11-10-2020,11149
11-11-2020,10502
11-12-2020,12325
11-13-2020,12621
11-14-2020,9842
11-15-2020,12274
11-16-2020,11251
11-17-2020,12195
11-18-2020,12115
11-19-2020,11555
11-20-2020,11603
11-21-2020,11734
11-22-2020,12339
11-23-2020,10007
11-24-2020,10235
11-25-2020,11634
11-26-2020,12319
11-27-2020,11369
11-28-2020,12845
11-29-2020,10529
11-30-2020,12844
12-01-2020,12776
12-02-2020,9665
12-03-2020,11855
12-04-2020,11561
12-05-2020,11982
12-06-2020,12577
12-07-2020,11123
12-08-2020,11767
12-09-2020,10141
12-10-2020,11881
12-11-2020,12284
12-12-2020,11729
12-13-2020,10953
12-14-2020,11349
12-15-2020,11473
12-16-2020,10704
12-17-2020,12519
12-18-2020,11543
12-19-2020,9502
12-20-2020,10194
12-21-2020,11539
12-22-2020,9708
12-23-2020,11509
12-24-2020,9514
12-25-2020,11913
12-26-2020,12752
12-27-2020,10947
12-28-2020,11979
12-29-2020,11824
12-30-2020,10669
12-31-2020,9875
01-01-2021,11935
01-02-2021,12293
01-03-2021,11653
01-04-2021,11100
01-05-2021,12056
01-06-2021,12297
01-07-2021,10734
01-08-2021,11798
01-09-2021,12825
01-10-2021,10174
01-11-2021,12411
01-12-2021,10078
01-13-2021,11499
01-14-2021,11785
01-15-2021,11797
01-16-2021,11750
01-17-2021,9721
01-18-2021,12536
01-19-2021,11805
01-20-2021,10460
01-21-2021,9747
01-22-2021,10682
01-23-2021,11268
01-24-2021,11691
01-25-2021,12352
01-26-2021,12793
01-27-2021,12441
01-28-2021,12749
01-29-2021,12459
01-30-2021,10072
01-31-2021,12406
02-01-2021,12949
02-02-2021,11563
02-03-2021,9894
02-04-2021,11192
02-05-2021,10311
02-06-2021,10390
02-07-2021,11693
02-08-2021,11064
02-09-2021,10148
02-10-2021,11730
02-11-2021,11629
02-12-2021,9703
02-13-2021,11512
02-14-2021,9594
02-15-2021,10823
02-16-2021,12267
02-17-2021,9710
02-18-2021,10648
02-19-2021,10904
02-20-2021,10469
02-21-2021,10782
02-22-2021,12069
02-23-2021,10514
02-24-2021,12745
02-25-2021,11953
02-26-2021,11259
02-27-2021,12688
02-28-2021,9956
